year;month;day;hour;stid;x;y;z;yo;
 2014;06;01;1;26650;210274;6627894;80;NA;
 2014;06;01;1;26670;215515;6620491;21;NA;
 2014;06;01;1;26810;214607;6636615;7;11.4;
 2014;06;01;1;26820;213236;6635882;15;8.5;
 2014;06;01;1;19923;238240;6640483;250;NA;
 2014;06;01;1;19940;234131;6637557;39;8.2;
 2014;06;01;1;19960;236148;6649638;170;NA;
 2014;06;01;1;19970;235898;6649522;170;NA;
 2014;06;01;1;19820;249942;6618251;363;NA;
 2014;06;01;1;28750;186626;6650029;183;NA;
 2014;06;01;1;28922;174236;6670691;275;8.9;
 2014;06;01;1;29350;151980;6696433;648;4.3;
 2014;06;01;1;29600;156682;6719278;870;NA;
 2014;06;01;1;29700;141305;6710788;1035;NA;
 2014;06;01;1;27130;240402;6597095;40;NA;
 2014;06;01;1;27140;241220;6595340;12;NA;
 2014;06;01;1;27065;232272;6608726;25;NA;
 2014;06;01;1;27270;239763;6579935;3;NA;
 2014;06;01;1;27285;236865;6584637;30;NA;
 2014;06;01;1;27330;232325;6582219;33;8.8;
 2014;06;01;1;27470;229013;6570241;88;NA;
 2014;06;01;1;27480;230021;6568359;50;NA;
 2014;06;01;1;27564;225728;6566677;72;NA;
 2014;06;01;1;27600;226277;6564571;6;NA;
 2014;06;01;1;27730;226284;6570247;100;NA;
 2014;06;01;1;27780;220458;6555460;19;9.1;
 2014;06;01;1;27785;219874;6562242;70;NA;
 2014;06;01;1;27800;212498;6572740;31;NA;
 2014;06;01;1;27860;213780;6575360;50;NA;
 2014;06;01;1;29950;221146;6546705;15;14.4;
 2014;06;01;1;30000;214909;6556574;28;NA;
 2014;06;01;1;30020;216114;6559145;55;NA;
 2014;06;01;1;30242;208445;6550333;10;NA;
 2014;06;01;1;30244;209110;6559214;70;NA;
 2014;06;01;1;30246;210116;6558221;65;NA;
 2014;06;01;1;26950;240754;6616141;4;11.7;
 2014;06;01;1;26970;239836;6622885;7;NA;
 2014;06;01;1;26980;239663;6610798;49;NA;
 2014;06;01;1;26990;230197;6618742;60;13.7;
 2014;06;01;1;26996;224243;6622307;437;NA;
 2014;06;01;1;26750;221044;6613926;45;NA;
 2014;06;01;1;27301;230080;6589351;30;NA;
 2014;06;01;1;27315;229685;6592128;39;8.3;
 2014;06;01;1;27320;237575;6588521;55;NA;
 2014;06;01;1;27295;226672;6583729;20;NA;
 2014;06;01;1;27450;234673;6574925;26;10;
 2014;06;01;1;27770;226711;6580541;90;NA;
 2014;06;01;1;27460;238031;6574055;20;NA;
 2014;06;01;1;27500;243181;6551688;6;14.8;
 2014;06;01;1;30247;200655;6562976;130;NA;
 2014;06;01;1;30255;194224;6562424;100;10.4;
 2014;06;01;1;30260;192727;6566124;12;NA;
 2014;06;01;1;30280;185832;6566966;10;NA;
 2014;06;01;1;30305;195839;6579909;280;NA;
 2014;06;01;1;30320;191170;6574772;13;NA;
 2014;06;01;1;30330;190719;6577896;41;6.6;
 2014;06;01;1;30380;190337;6603544;475;NA;
 2014;06;01;1;30420;189726;6573112;136;10.3;
 2014;06;01;1;30428;188241;6573479;20;NA;
 2014;06;01;1;32780;172254;6570226;113;NA;
 2014;06;01;1;30530;176186;6617384;34;NA;
 2014;06;01;1;30650;173133;6617414;20;8.1;
 2014;06;01;1;31700;160237;6652563;200;NA;
 2014;06;01;1;34095;190199;6550524;50;NA;
 2014;06;01;1;34100;186106;6549907;70;NA;
 2014;06;01;1;34130;187214;6536763;5;11.2;
 2014;06;01;1;34370;174058;6547165;60;NA;
 2014;06;01;1;34620;159372;6567227;106;NA;
 2014;06;01;1;34800;144185;6573175;235;NA;
 2014;06;01;1;34900;145079;6586141;464;NA;
 2014;06;01;1;32490;174367;6585085;83;NA;
 2014;06;01;1;32540;174247;6584424;50;NA;
 2014;06;01;1;32220;159700;6611391;1102;8.6;
 2014;06;01;1;32240;161394;6601753;105;6.4;
 2014;06;01;1;32060;171474;6596908;93;9.3;
 2014;06;01;1;32061;171417;6596913;94;8.9;
 2014;06;01;1;30860;167727;6653651;514;NA;
 2014;06;01;1;31080;150512;6682489;762;NA;
 2014;06;01;1;31410;145802;6655007;258;NA;
 2014;06;01;1;31500;127307;6650719;870;NA;
 2014;06;01;1;31520;125702;6652036;953;NA;
 2014;06;01;1;31970;144914;6651697;1804;4.5;
 2014;06;01;1;31850;145501;6624034;162;NA;
 2014;06;01;1;31855;138109;6622950;335;NA;
 2014;06;01;1;31900;152335;6639408;464;NA;
 2014;06;01;1;32290;140405;6611770;125;NA;
 2014;06;01;1;32350;127062;6630821;567;NA;
 2014;06;01;1;32850;129818;6603419;77;NA;
 2014;06;01;1;37150;136295;6563178;570;8.4;
 2014;06;01;1;37230;128286;6560969;252;7;
 2014;06;01;1;37500;110700;6596199;532;NA;
 2014;06;01;1;37650;114072;6560564;287;NA;
 2014;06;01;1;37740;102466;6578862;295;NA;
 2014;06;01;1;37820;105518;6582885;315;NA;
 2014;06;01;1;32890;115363;6615099;560;4.4;
 2014;06;01;1;37570;93072;6604324;740;NA;
 2014;06;01;1;31570;115480;6650753;946;NA;
 2014;06;01;1;31620;118161;6653245;977;5.1;
 2014;06;01;1;31660;105424;6674594;954;NA;
 2014;06;01;1;33250;108354;6639239;715;NA;
 2014;06;01;1;33555;96197;6630956;490;NA;
 2014;06;01;1;33890;71781;6650079;821;1.4;
 2014;06;01;1;33950;63934;6656121;990;NA;
 2014;06;01;1;35340;164918;6523162;36;NA;
 2014;06;01;1;38140;121120;6484824;6;8.1;
 2014;06;01;1;38150;117120;6480371;70;NA;
 2014;06;01;1;36010;142121;6509033;60;NA;
 2014;06;01;1;36110;134076;6497181;50;NA;
 2014;06;01;1;36140;138425;6494390;20;NA;
 2014;06;01;1;36200;137302;6489879;12;11.8;
 2014;06;01;1;35090;159269;6533226;42;NA;
 2014;06;01;1;35110;160982;6538370;85;NA;
 2014;06;01;1;35200;151483;6543093;240;NA;
 2014;06;01;1;35210;155795;6540958;32;7.9;
 2014;06;01;1;35860;160514;6514357;4;11.7;
 2014;06;01;1;36490;135150;6512247;63;NA;
 2014;06;01;1;38600;110741;6518688;245;NA;
 2014;06;01;1;38730;117761;6514368;162;6.3;
 2014;06;01;1;38735;117105;6514825;186;NA;
 2014;06;01;1;38250;99923;6471176;35;NA;
 2014;06;01;1;38380;95029;6508004;259;NA;
 2014;06;01;1;38421;108411;6495187;67;NA;
 2014;06;01;1;38450;113059;6506035;85;NA;
 2014;06;01;1;36560;130834;6519545;142;NA;
 2014;06;01;1;38800;108346;6536724;190;NA;
 2014;06;01;1;39750;83267;6527528;207;10.6;
 2014;06;01;1;40005;72786;6567076;235;NA;
 2014;06;01;1;40250;73711;6585940;308;6.7;
 2014;06;01;1;40420;65289;6604234;599;NA;
 2014;06;01;1;40510;38848;6605362;1105;3.2;
 2014;06;01;1;40880;70721;6628898;841;-1.1;
 2014;06;01;1;40905;75223;6635583;915;NA;
 2014;06;01;1;39010;93753;6464035;77;NA;
 2014;06;01;1;39030;94149;6469725;83;NA;
 2014;06;01;1;39040;93495;6471890;12;8.6;
 2014;06;01;1;39100;90655;6457951;9;11.9;
 2014;06;01;1;39150;91520;6466542;12;NA;
 2014;06;01;1;39160;89788;6469100;124;NA;
 2014;06;01;1;39165;88446;6467423;9;NA;
 2014;06;01;1;39200;88185;6466351;25;NA;
 2014;06;01;1;39201;84331;6462693;32;NA;
 2014;06;01;1;39210;86772;6466162;86;NA;
 2014;06;01;1;39212;84783;6466202;80;NA;
 2014;06;01;1;39220;82738;6474732;151;NA;
 2014;06;01;1;41005;65365;6462096;80;NA;
 2014;06;01;1;41090;54702;6456398;10;9.9;
 2014;06;01;1;42160;3874;6471931;14;9.5;
 2014;06;01;1;42650;11122;6490740;5;NA;
 2014;06;01;1;42700;11247;6500402;150;NA;
 2014;06;01;1;42720;13306;6504815;75;NA;
 2014;06;01;1;39450;79309;6485555;280;NA;
 2014;06;01;1;41200;66657;6488000;275;NA;
 2014;06;01;1;41480;59508;6522246;278;NA;
 2014;06;01;1;41550;58405;6541694;504;NA;
 2014;06;01;1;41670;53578;6483740;263;NA;
 2014;06;01;1;41770;30388;6454475;16;12;
 2014;06;01;1;41795;41546;6467597;150;NA;
 2014;06;01;1;41820;32207;6471324;4;NA;
 2014;06;01;1;41825;32416;6470332;6;8.3;
 2014;06;01;1;41990;26263;6481716;220;NA;
 2014;06;01;1;41840;42170;6495507;631;NA;
 2014;06;01;1;41860;30013;6483851;317;NA;
 2014;06;01;1;42490;39055;6512139;470;NA;
 2014;06;01;1;42520;33306;6530030;348;NA;
 2014;06;01;1;42810;19808;6532417;55;NA;
 2014;06;01;1;42940;34883;6559675;560;4.3;
 2014;06;01;1;42950;35679;6562108;582;NA;
 2014;06;01;1;44985;20534;6558107;660;NA;
 2014;06;01;1;43350;-31971;6513400;49;8.5;
 2014;06;01;1;43360;-24095;6514292;4;NA;
 2014;06;01;1;43520;6442;6529860;385;3.4;
 2014;06;01;1;44710;-33947;6564309;15;7.1;
 2014;06;01;1;44730;-31881;6561990;19;NA;
 2014;06;01;1;44760;-19365;6564699;2;NA;
 2014;06;01;1;44780;-20274;6560166;170;NA;
 2014;06;01;1;44800;-23374;6555436;230;NA;
 2014;06;01;1;44563;-38660;6573774;20;8.6;
 2014;06;01;1;44580;-35735;6571781;15;NA;
 2014;06;01;1;44620;-34266;6576009;30;NA;
 2014;06;01;1;44640;-32148;6572293;72;7.2;
 2014;06;01;1;44660;-32116;6576971;5;NA;
 2014;06;01;1;47350;-61414;6630865;25;9.2;
 2014;06;01;1;43090;-5308;6497421;136;NA;
 2014;06;01;1;43220;-14092;6504741;205;8.4;
 2014;06;01;1;43010;5784;6516490;65;4.9;
 2014;06;01;1;43530;-18251;6525635;120;9;
 2014;06;01;1;43895;-41234;6527677;10;NA;
 2014;06;01;1;44080;-46825;6540733;24;8.6;
 2014;06;01;1;44300;-39759;6551167;87;7.4;
 2014;06;01;1;44160;-41285;6543956;19;NA;
 2014;06;01;1;44190;-34980;6547733;135;NA;
 2014;06;01;1;43810;1539;6546031;311;NA;
 2014;06;01;1;44480;-21687;6540064;263;NA;
 2014;06;01;1;44485;-21528;6539941;230;8.1;
 2014;06;01;1;44520;-18967;6547677;288;NA;
 2014;06;01;1;44900;-15466;6555501;44;NA;
 2014;06;01;1;44970;-4994;6551751;65;10.2;
 2014;06;01;1;44545;-38452;6561985;30;8.2;
 2014;06;01;1;44550;-37155;6563642;33;NA;
 2014;06;01;1;44560;-38603;6564974;7;8.7;
 2014;06;01;1;44567;-35939;6576617;35;8.3;
 2014;06;01;1;45350;21656;6576186;5;11.4;
 2014;06;01;1;45460;-13048;6576153;10;8.5;
 2014;06;01;1;45530;-8384;6579640;300;7.6;
 2014;06;01;1;45600;-13762;6583329;64;NA;
 2014;06;01;1;45675;-3937;6590146;5;7.5;
 2014;06;01;1;45770;-4107;6599218;43;7.3;
 2014;06;01;1;45870;-11585;6592334;30;8.6;
 2014;06;01;1;46090;4938;6605251;30;9.3;
 2014;06;01;1;46130;3763;6621810;140;NA;
 2014;06;01;1;46150;6702;6625849;25;NA;
 2014;06;01;1;46300;38237;6634146;333;NA;
 2014;06;01;1;46400;39710;6640826;72;NA;
 2014;06;01;1;46610;13315;6643982;5;9.6;
 2014;06;01;1;46700;23394;6647008;255;NA;
 2014;06;01;1;44605;-32436;6590951;30;9;
 2014;06;01;1;44610;-48497;6587410;21;9;
 2014;06;01;1;47055;-40541;6611667;40;6.5;
 2014;06;01;1;47060;-40871;6625547;30;8.2;
 2014;06;01;1;47220;-59554;6602476;35;8.5;
 2014;06;01;1;47240;-53742;6610633;19;NA;
 2014;06;01;1;47260;-56129;6620071;24;9.2;
 2014;06;01;1;47270;-49753;6615751;8;NA;
 2014;06;01;1;47300;-75231;6618073;55;9.1;
 2014;06;01;1;46850;-7943;6636462;159;NA;
 2014;06;01;1;46930;-24356;6631621;20;5.5;
 2014;06;01;1;47090;-29539;6633550;5;NA;
 2014;06;01;1;47480;-24182;6640296;50;4.9;
 2014;06;01;1;50415;-23479;6726664;300;NA;
 2014;06;01;1;50450;-33597;6721033;54;NA;
 2014;06;01;1;50480;-36069;6723546;45;NA;
 2014;06;01;1;50485;-31614;6733223;12;NA;
 2014;06;01;1;50500;-39037;6723695;48;8.4;
 2014;06;01;1;50505;-30177;6728707;230;4.3;
 2014;06;01;1;50506;-31858;6729836;15;9.2;
 2014;06;01;1;50507;-34361;6727721;90;8.6;
 2014;06;01;1;50540;-31673;6733198;12;9.8;
 2014;06;01;1;50770;-27330;6741391;80;3.6;
 2014;06;01;1;50830;-24032;6736400;20;NA;
 2014;06;01;1;50850;-25592;6729366;80;6.2;
 2014;06;01;1;52452;-32968;6749153;20;8.8;
 2014;06;01;1;47498;-8664;6648592;8;NA;
 2014;06;01;1;47500;-7973;6648756;35;NA;
 2014;06;01;1;47600;-2371;6647924;83;NA;
 2014;06;01;1;47610;-1589;6644605;568;NA;
 2014;06;01;1;47820;12418;6667939;178;NA;
 2014;06;01;1;47445;-35518;6648147;50;8.2;
 2014;06;01;1;47450;-37938;6651682;36;NA;
 2014;06;01;1;48061;-49342;6669644;13;NA;
 2014;06;01;1;48290;-53809;6676611;104;NA;
 2014;06;01;1;48330;-54107;6682908;25;9.2;
 2014;06;01;1;48069;-39601;6661412;20;NA;
 2014;06;01;1;48070;-38167;6662253;20;9.6;
 2014;06;01;1;48120;-40855;6667933;49;8.4;
 2014;06;01;1;48170;-30732;6679940;60;8.4;
 2014;06;01;1;47855;-77;6659258;190;NA;
 2014;06;01;1;47890;-2184;6669759;38;NA;
 2014;06;01;1;48450;-15831;6672350;13;NA;
 2014;06;01;1;48500;233;6684413;51;NA;
 2014;06;01;1;48780;19297;6697762;33;NA;
 2014;06;01;1;50150;-5541;6690981;45;NA;
 2014;06;01;1;49080;24490;6713670;342;NA;
 2014;06;01;1;49087;26021;6706520;1390;NA;
 2014;06;01;1;33990;57350;6661178;990;NA;
 2014;06;01;1;46430;37342;6661578;1010;6.4;
 2014;06;01;1;46432;36163;6662199;1370;5.3;
 2014;06;01;1;46450;42392;6660824;393;NA;
 2014;06;01;1;46510;51377;6660821;1079;4.3;
 2014;06;01;1;49240;30651;6675619;205;NA;
 2014;06;01;1;49351;31616;6694983;32;NA;
 2014;06;01;1;49090;36010;6729152;18;NA;
 2014;06;01;1;49120;39928;6722277;40;NA;
 2014;06;01;1;49160;34292;6709546;19;NA;
 2014;06;01;1;49480;37033;6708755;105;NA;
 2014;06;01;1;49490;39785;6716081;12;11.1;
 2014;06;01;1;49970;47101;6731215;34;NA;
 2014;06;01;1;29400;83509;6695588;1250;0.1;
 2014;06;01;1;29900;90857;6716599;1250;2.5;
 2014;06;01;1;49631;64537;6729452;20;NA;
 2014;06;01;1;49800;75367;6721839;735;4.5;
 2014;06;01;1;49860;86642;6716124;1243;NA;
 2014;06;01;1;25830;91443;6740648;1210;-1.1;
 2014;06;01;1;49910;58449;6741331;42;11.5;
 2014;06;01;1;49955;56820;6736133;9;NA;
 2014;06;01;1;53530;78375;6749336;1162;4;
 2014;06;01;1;51250;7613;6762072;316;NA;
 2014;06;01;1;51440;14896;6756368;17;7.7;
 2014;06;01;1;51460;19804;6754722;45;5.3;
 2014;06;01;1;51470;20933;6755381;328;7.5;
 2014;06;01;1;51530;31735;6751635;54;7.3;
 2014;06;01;1;51610;32514;6753651;77;NA;
 2014;06;01;1;51800;60606;6756645;695;3.2;
 2014;06;01;1;51940;38050;6768885;215;3.4;
 2014;06;01;1;51980;37392;6777396;853;NA;
 2014;06;01;1;51990;37781;6777930;700;5.8;
 2014;06;01;1;53160;51827;6780047;614;NA;
 2014;06;01;1;50070;19548;6723146;49;11.2;
 2014;06;01;1;50080;15362;6726097;108;NA;
 2014;06;01;1;50110;16125;6721182;13;13.9;
 2014;06;01;1;50120;5369;6715696;16;NA;
 2014;06;01;1;50310;2979;6728880;455;5.4;
 2014;06;01;1;50311;3117;6728748;448;3.9;
 2014;06;01;1;50351;296;6737746;367;NA;
 2014;06;01;1;50360;-14053;6732349;250;7.8;
 2014;06;01;1;50175;-44683;6693743;32;8.5;
 2014;06;01;1;50514;-46751;6728148;72;NA;
 2014;06;01;1;50515;-44614;6727711;335;NA;
 2014;06;01;1;50525;-40983;6733425;30;NA;
 2014;06;01;1;52458;-39032;6740885;17;NA;
 2014;06;01;1;52463;-37929;6735656;25;NA;
 2014;06;01;1;51010;-8075;6745299;10;9.4;
 2014;06;01;1;52170;19217;6773343;450;NA;
 2014;06;01;1;52220;25964;6775373;579;NA;
 2014;06;01;1;52310;10650;6780541;125;5.8;
 2014;06;01;1;52320;11952;6788345;125;NA;
 2014;06;01;1;52475;-53171;6753224;30;NA;
 2014;06;01;1;52360;-9240;6776054;325;NA;
 2014;06;01;1;52390;-20113;6758945;100;4.6;
 2014;06;01;1;52400;-25127;6759343;72;NA;
 2014;06;01;1;52415;-32075;6769282;50;7.5;
 2014;06;01;1;52555;-41744;6781039;25;5.8;
 2014;06;01;1;52535;-58261;6782166;19;8.7;
 2014;06;01;1;52601;-10738;6781147;325;NA;
 2014;06;01;1;52750;-30647;6785388;13;NA;
 2014;06;01;1;57630;5344;6861235;190;4.2;
 2014;06;01;1;57710;-27967;6868308;9;8.2;
 2014;06;01;1;57770;-46386;6869906;26;9.4;
 2014;06;01;1;52860;-18487;6804024;38;6.4;
 2014;06;01;1;52930;-17264;6796082;240;NA;
 2014;06;01;1;52940;-13580;6793564;220;3.9;
 2014;06;01;1;56400;-57006;6807665;3;NA;
 2014;06;01;1;52970;10277;6804223;4;NA;
 2014;06;01;1;52990;23431;6807253;4;NA;
 2014;06;01;1;56010;21088;6819875;5;NA;
 2014;06;01;1;56320;-8230;6812116;31;NA;
 2014;06;01;1;53010;41018;6789186;910;4.8;
 2014;06;01;1;53070;46583;6800129;65;NA;
 2014;06;01;1;53101;51430;6810717;49;11.2;
 2014;06;01;1;53130;65482;6797282;32;NA;
 2014;06;01;1;55928;45631;6814914;15;10.1;
 2014;06;01;1;55930;45803;6814982;14;NA;
 2014;06;01;1;55970;27973;6812925;20;NA;
 2014;06;01;1;55770;63141;6810063;45;11.3;
 2014;06;01;1;55700;77780;6805809;497;6.1;
 2014;06;01;1;55701;76787;6807616;1150;NA;
 2014;06;01;1;55705;82028;6810211;170;5.7;
 2014;06;01;1;55730;69089;6826760;421;NA;
 2014;06;01;1;55735;66122;6828537;521;4.5;
 2014;06;01;1;55760;66840;6807351;50;NA;
 2014;06;01;1;55820;61324;6837695;3;4.3;
 2014;06;01;1;53280;71833;6773132;15;8.1;
 2014;06;01;1;53480;75561;6756741;960;2.5;
 2014;06;01;1;53700;77636;6777178;15;NA;
 2014;06;01;1;53990;95740;6756929;1160;0.5;
 2014;06;01;1;54110;96426;6797459;2;7.6;
 2014;06;01;1;54180;99027;6791679;50;NA;
 2014;06;01;1;54190;100729;6790845;90;NA;
 2014;06;01;1;54320;112907;6790604;407;NA;
 2014;06;01;1;54330;114669;6792734;410;5.6;
 2014;06;01;1;54420;126892;6783245;1124;NA;
 2014;06;01;1;54590;124041;6794264;742;NA;
 2014;06;01;1;54600;125135;6794944;806;NA;
 2014;06;01;1;54740;103897;6806153;35;NA;
 2014;06;01;1;54770;112652;6814592;50;8.7;
 2014;06;01;1;54780;115926;6818641;28;NA;
 2014;06;01;1;54815;132573;6812712;1080;-0.1;
 2014;06;01;1;55230;123069;6840790;2062;-7.5;
 2014;06;01;1;55300;106939;6840391;17;NA;
 2014;06;01;1;55360;95000;6831547;80;NA;
 2014;06;01;1;55520;86728;6825759;249;NA;
 2014;06;01;1;55550;82110;6820409;246;NA;
 2014;06;01;1;55670;76392;6841999;172;NA;
 2014;06;01;1;56420;-32044;6836094;7;6.4;
 2014;06;01;1;56520;-12309;6826245;85;NA;
 2014;06;01;1;56250;9571;6829876;140;3.1;
 2014;06;01;1;56780;5047;6836309;47;NA;
 2014;06;01;1;56850;29847;6830897;243;NA;
 2014;06;01;1;57000;7566;6841310;321;6;
 2014;06;01;1;57365;28880;6850926;210;6.7;
 2014;06;01;1;57380;56956;6848667;346;NA;
 2014;06;01;1;57390;48802;6856080;205;NA;
 2014;06;01;1;56960;40465;6839926;329;NA;
 2014;06;01;1;57420;17903;6848174;64;NA;
 2014;06;01;1;57480;25608;6855007;237;NA;
 2014;06;01;1;57790;-17258;6877476;715;NA;
 2014;06;01;1;57810;-10605;6886856;16;7.6;
 2014;06;01;1;57850;3778;6899165;78;NA;
 2014;06;01;1;57940;9705;6890780;24;NA;
 2014;06;01;1;59110;-22419;6918439;75;9;
 2014;06;01;1;59250;-17733;6913696;3;NA;
 2014;06;01;1;59450;-8699;6929169;75;NA;
 2014;06;01;1;59500;-12493;6934284;496;NA;
 2014;06;01;1;58780;30341;6897530;34;NA;
 2014;06;01;1;58960;63550;6902702;349;NA;
 2014;06;01;1;57660;14489;6868592;170;NA;
 2014;06;01;1;57990;21634;6869602;230;NA;
 2014;06;01;1;58030;23039;6879658;7;NA;
 2014;06;01;1;58070;36040;6882109;51;NA;
 2014;06;01;1;58090;34891;6883427;25;NA;
 2014;06;01;1;58100;32510;6887250;60;7.8;
 2014;06;01;1;58110;35208;6886822;330;NA;
 2014;06;01;1;58320;57189;6870277;315;NA;
 2014;06;01;1;58350;52532;6877508;635;5.5;
 2014;06;01;1;58390;58451;6884695;70;NA;
 2014;06;01;1;58480;67240;6866961;40;NA;
 2014;06;01;1;58533;68798;6887281;60;NA;
 2014;06;01;1;58705;98716;6896589;1400;NA;
 2014;06;01;1;58710;97979;6897992;943;NA;
 2014;06;01;1;58900;57532;6893621;208;4.1;
 2014;06;01;1;58910;58784;6893041;220;4.6;
 2014;06;01;1;62160;128370;6984961;20;NA;
 2014;06;01;1;62200;123817;6988010;210;NA;
 2014;06;01;1;62240;111037;6981957;15;NA;
 2014;06;01;1;62270;105311;6980846;3;9.2;
 2014;06;01;1;60850;58566;6951608;1;8.7;
 2014;06;01;1;60890;57465;6955553;33;9.6;
 2014;06;01;1;60930;57056;6957557;18;10.8;
 2014;06;01;1;60945;47780;6957418;15;9.4;
 2014;06;01;1;60947;46945;6957533;10;NA;
 2014;06;01;1;64200;140655;7012888;38;NA;
 2014;06;01;1;64242;136827;7015529;40;NA;
 2014;06;01;1;64300;132627;7020442;39;NA;
 2014;06;01;1;64320;133940;7020360;4;NA;
 2014;06;01;1;64330;138026;7018044;62;7.6;
 2014;06;01;1;59610;9612;6921392;41;NA;
 2014;06;01;1;59800;-2838;6948828;38;9.4;
 2014;06;01;1;59586;30661;6945876;130;NA;
 2014;06;01;1;69661;52046;6908179;80;NA;
 2014;06;01;1;59680;36668;6926333;74;9.1;
 2014;06;01;1;59681;32731;6927840;7;NA;
 2014;06;01;1;59695;47058;6922540;690;NA;
 2014;06;01;1;59860;33453;6936819;20;NA;
 2014;06;01;1;59900;56900;6926031;21;NA;
 2014;06;01;1;60810;82285;6957992;625;5.1;
 2014;06;01;1;60400;97570;6925281;28;NA;
 2014;06;01;1;60500;106728;6922919;11;6.5;
 2014;06;01;1;60610;103805;6909530;985;NA;
 2014;06;01;1;60620;112381;6932787;312;NA;
 2014;06;01;1;60640;98860;6931332;2;NA;
 2014;06;01;1;60650;96921;6930576;34;7.9;
 2014;06;01;1;60190;78180;6934957;1050;NA;
 2014;06;01;1;60240;84027;6921226;900;4.1;
 2014;06;01;1;60247;68020;6904906;391;NA;
 2014;06;01;1;60670;89685;6935993;318;NA;
 2014;06;01;1;60835;70241;6955813;20;NA;
 2014;06;01;1;60880;61373;6957093;70;NA;
 2014;06;01;1;60990;44276;6968207;22;9.2;
 2014;06;01;1;61040;55277;6971207;13;NA;
 2014;06;01;1;61060;78251;6973747;43;8.4;
 2014;06;01;1;61070;86475;6959343;305;NA;
 2014;06;01;1;61340;123889;6958435;4;6;
 2014;06;01;1;61408;127510;6949544;55;NA;
 2014;06;01;1;61410;127561;6945799;1294;1.4;
 2014;06;01;1;61420;131438;6944186;67;4.9;
 2014;06;01;1;61580;143897;6925913;450;NA;
 2014;06;01;1;61820;147297;6966979;14;NA;
 2014;06;01;1;63000;151953;6981765;37;NA;
 2014;06;01;1;62480;70245;6998192;13;9;
 2014;06;01;1;62700;106598;6999175;80;NA;
 2014;06;01;1;62900;113796;6996377;49;NA;
 2014;06;01;1;64460;157763;7001155;12;NA;
 2014;06;01;1;64510;154319;6994260;23;6.3;
 2014;06;01;1;63100;163652;6967731;47;NA;
 2014;06;01;1;63420;170518;6965858;10;6.3;
 2014;06;01;1;63530;190156;6945406;698;NA;
 2014;06;01;1;64700;182072;6969987;405;NA;
 2014;06;01;1;64760;180580;6999577;5;8.1;
 2014;06;01;1;64870;201350;7004834;410;4.6;
 2014;06;01;1;64590;219368;7008584;295;NA;
 2014;06;01;1;64900;207926;7002969;228;NA;
 2014;06;01;1;64940;216457;7009633;295;NA;
 2014;06;01;1;65310;149612;7062644;5;8.8;
 2014;06;01;1;65370;154186;7051106;30;NA;
 2014;06;01;1;67140;264731;7032141;44;7.8;
 2014;06;01;1;67150;263451;7030860;13;NA;
 2014;06;01;1;67153;265645;7030218;40;NA;
 2014;06;01;1;68050;272814;7043025;13;8.8;
 2014;06;01;1;68120;268030;7034415;135;7.3;
 2014;06;01;1;68125;268017;7041068;156;7;
 2014;06;01;1;68135;270274;7040759;20;NA;
 2014;06;01;1;68175;272337;7039136;120;NA;
 2014;06;01;1;68230;271467;7038181;84;NA;
 2014;06;01;1;68238;268399;7032712;140;NA;
 2014;06;01;1;68860;273107;7039405;127;7.5;
 2014;06;01;1;68863;273092;7039406;127;NA;
 2014;06;01;1;69020;277200;7040692;23;8.5;
 2014;06;01;1;65230;199708;7028736;45;NA;
 2014;06;01;1;65270;216283;7023744;306;NA;
 2014;06;01;1;65451;207398;7056856;13;7.8;
 2014;06;01;1;65530;204827;7061049;74;NA;
 2014;06;01;1;65940;179119;7096378;5;8.2;
 2014;06;01;1;71850;228361;7128241;16;7.6;
 2014;06;01;1;71530;233915;7075427;10;NA;
 2014;06;01;1;71550;233846;7075320;10;8;
 2014;06;01;1;71320;250555;7060674;23;7.5;
 2014;06;01;1;71370;261596;7066186;158;NA;
 2014;06;01;1;71380;262979;7071427;616;NA;
 2014;06;01;1;71740;272706;7097485;89;NA;
 2014;06;01;1;71750;275226;7095927;94;NA;
 2014;06;01;1;71780;266287;7102164;30;7.6;
 2014;06;01;1;71805;282006;7115509;265;NA;
 2014;06;01;1;71810;282249;7115838;280;NA;
 2014;06;01;1;71900;273529;7132620;12;NA;
 2014;06;01;1;71910;277449;7128913;391;NA;
 2014;06;01;1;71990;281032;7149571;18;8.4;
 2014;06;01;1;63580;203037;6962288;596;NA;
 2014;06;01;1;63583;198295;6964871;647;NA;
 2014;06;01;1;63595;199021;6951498;212;NA;
 2014;06;01;1;63705;226433;6952819;604;4.6;
 2014;06;01;1;63725;229206;6952187;555;NA;
 2014;06;01;1;63750;225091;6949517;512;NA;
 2014;06;01;1;63820;220664;6935732;680;NA;
 2014;06;01;1;63850;220812;6957207;690;NA;
 2014;06;01;1;63940;219330;6916753;940;NA;
 2014;06;01;1;66560;230120;6977455;660;NA;
 2014;06;01;1;66620;237392;6980980;223;NA;
 2014;06;01;1;66630;237801;6982323;220;NA;
 2014;06;01;1;66720;246438;6976820;440;NA;
 2014;06;01;1;66740;243983;6967840;425;NA;
 2014;06;01;1;67340;246807;6979934;425;NA;
 2014;06;01;1;66230;239093;7011977;240;NA;
 2014;06;01;1;65275;218090;7023339;350;NA;
 2014;06;01;1;66070;235927;7029219;84;NA;
 2014;06;01;1;66120;228039;7031580;310;NA;
 2014;06;01;1;66150;242139;7031085;4;8.5;
 2014;06;01;1;66175;237036;7022034;15;NA;
