year;month;day;hour;stid;x;y;z;yo;
 2014;06;01;1;10300;333751;6930668;650;NA;
 2014;06;01;1;10380;312616;6943793;625;4.6;
 2014;06;01;1;10600;318421;6954230;685;NA;
 2014;06;01;1;10800;336969;6953897;760;3.1;
 2014;06;01;1;67890;312249;6962011;700;NA;
 2014;06;01;1;67780;306926;6974825;397;NA;
 2014;06;01;1;67270;258780;6992634;160;NA;
 2014;06;01;1;67280;255575;6989575;299;6.2;
 2014;06;01;1;67290;258452;6986565;498;NA;
 2014;06;01;1;67560;275093;6990716;127;7.2;
 2014;06;01;1;67202;272492;7005783;420;NA;
 2014;06;01;1;67210;260955;7009858;40;NA;
 2014;06;01;1;68270;270844;7019536;173;NA;
 2014;06;01;1;67005;249703;7032096;70;NA;
 2014;06;01;1;68290;299423;7016879;160;6.8;
 2014;06;01;1;69190;304268;7029223;330;NA;
 2014;06;01;1;11000;337641;6975299;865;NA;
 2014;06;01;1;68420;326497;6996420;302;NA;
 2014;06;01;1;68840;340560;6977800;730;NA;
 2014;06;01;1;70680;324874;7095517;59;7.6;
 2014;06;01;1;70820;340727;7114066;50;NA;
 2014;06;01;1;70980;342592;7117642;100;NA;
 2014;06;01;1;71000;326609;7104351;6;7.5;
 2014;06;01;1;72250;333020;7138518;62;NA;
 2014;06;01;1;72580;335146;7153932;2;7.2;
 2014;06;01;1;75020;321562;7160504;36;NA;
 2014;06;01;1;69380;336640;7035612;169;6.5;
 2014;06;01;1;69420;344783;7021146;521;NA;
 2014;06;01;1;69520;351783;7026974;465;NA;
 2014;06;01;1;69090;296003;7041188;150;NA;
 2014;06;01;1;69100;297450;7043185;12;8.1;
 2014;06;01;1;69150;294886;7046589;40;7.9;
 2014;06;01;1;69280;325394;7042201;90;NA;
 2014;06;01;1;69550;318458;7045023;175;NA;
 2014;06;01;1;69655;286243;7055818;70;8.4;
 2014;06;01;1;71280;282872;7069446;138;NA;
 2014;06;01;1;69625;305364;7060874;30;NA;
 2014;06;01;1;69960;329313;7070421;182;NA;
 2014;06;01;1;70150;336167;7076988;81;NA;
 2014;06;01;1;70390;362106;7061687;430;NA;
 2014;06;01;1;70510;370969;7075736;377;NA;
 2014;06;01;1;72200;320401;7140136;38;NA;
 2014;06;01;1;70850;376940;7117145;195;5.7;
 2014;06;01;1;70930;375892;7127260;107;NA;
 2014;06;01;1;70960;371523;7136843;215;NA;
 2014;06;01;1;73210;408736;7153095;467;NA;
 2014;06;01;1;73250;440122;7124696;370;NA;
 2014;06;01;1;73500;438304;7147315;433;NA;
 2014;06;01;1;73800;435619;7173890;376;NA;
 2014;06;01;1;74320;395964;7180035;143;NA;
 2014;06;01;1;74350;397462;7181467;140;7.1;
 2014;06;01;1;74670;420147;7216515;280;NA;
 2014;06;01;1;73550;374493;7158775;95;6.2;
 2014;06;01;1;78910;372655;7176958;67;NA;
 2014;06;01;1;72650;348137;7154452;26;NA;
 2014;06;01;1;72710;356932;7157240;32;7;
 2014;06;01;1;75220;316980;7195647;4;6.3;
 2014;06;01;1;75410;288670;7193341;33;8;
 2014;06;01;1;75100;355569;7193898;44;NA;
 2014;06;01;1;75190;321401;7196911;35;NA;
 2014;06;01;1;75550;312736;7236943;23;7.3;
 2014;06;01;1;71200;303043;7082330;39;NA;
 2014;06;01;1;71230;289716;7080703;225;NA;
 2014;06;01;1;81340;151227;7476824;93;NA;
 2014;06;01;1;81360;495028;7442499;380;NA;
 2014;06;01;1;81365;494992;7439746;404;NA;
 2014;06;01;1;81370;498113;7445873;11;NA;
 2014;06;01;1;82160;493757;7471052;7;NA;
 2014;06;01;1;82210;482473;7463521;30;NA;
 2014;06;01;1;82220;479194;7462486;25;NA;
 2014;06;01;1;82260;476365;7463289;33;6.4;
 2014;06;01;1;82290;472350;7461310;11;6.5;
 2014;06;01;1;82300;474108;7459375;13;NA;
 2014;06;01;1;82310;475125;7465687;5;NA;
 2014;06;01;1;82410;452658;7476928;24;6.4;
 2014;06;01;1;82530;493187;7491421;15;NA;
 2014;06;01;1;84093;625603;7595347;483;NA;
 2014;06;01;1;84190;604152;7568122;29;NA;
 2014;06;01;1;84210;615610;7566717;740;NA;
 2014;06;01;1;84380;592281;7585908;30;NA;
 2014;06;01;1;84500;609178;7593389;200;5.1;
 2014;06;01;1;84630;601774;7591852;1000;NA;
 2014;06;01;1;84700;597940;7593787;31;6.9;
 2014;06;01;1;84905;627251;7594682;499;NA;
 2014;06;01;1;84910;617369;7603134;400;NA;
 2014;06;01;1;84920;599052;7603908;170;NA;
 2014;06;01;1;76100;376795;7224892;24;NA;
 2014;06;01;1;76250;367970;7244487;19;NA;
 2014;06;01;1;76330;371097;7262202;9;7.7;
 2014;06;01;1;76380;390453;7243853;55;NA;
 2014;06;01;1;76450;355744;7290302;4;7.2;
 2014;06;01;1;76470;379236;7282450;8;NA;
 2014;06;01;1;76530;382648;7302916;21;7.6;
 2014;06;01;1;76750;385088;7317846;17;7;
 2014;06;01;1;78250;405391;7328933;53;NA;
 2014;06;01;1;78350;427633;7345061;39;NA;
 2014;06;01;1;77230;418447;7297013;72;7.5;
 2014;06;01;1;77240;418011;7296502;135;NA;
 2014;06;01;1;78170;435789;7326544;155;NA;
 2014;06;01;1;78360;436190;7335310;126;6;
 2014;06;01;1;77270;420298;7284104;70;NA;
 2014;06;01;1;77280;421211;7278794;50;6.1;
 2014;06;01;1;77425;423465;7227968;319;5;
 2014;06;01;1;77850;465596;7248611;498;NA;
 2014;06;01;1;78770;476545;7297323;510;NA;
 2014;06;01;1;78800;463179;7300696;406;4;
 2014;06;01;1;78370;446226;7336272;20;NA;
 2014;06;01;1;78610;450051;7301419;439;NA;
 2014;06;01;1;79220;450716;7346513;5;6.6;
 2014;06;01;1;79480;462071;7354386;41;NA;
 2014;06;01;1;79600;468751;7360691;70;2.4;
 2014;06;01;1;79700;479000;7364152;110;2.5;
 2014;06;01;1;79762;497576;7376503;200;NA;
 2014;06;01;1;79764;497953;7375566;251;4.9;
 2014;06;01;1;79791;514363;7381789;676;NA;
 2014;06;01;1;80102;393160;7363283;10;8.1;
 2014;06;01;1;80200;418990;7364523;115;NA;
 2014;06;01;1;80340;370628;7378622;15;NA;
 2014;06;01;1;80610;389341;7407169;17;7.7;
 2014;06;01;1;80615;452656;7392012;1362;-3.9;
 2014;06;01;1;80705;453807;7412540;520;NA;
 2014;06;01;1;80707;452226;7413270;930;NA;
 2014;06;01;1;80730;441621;7418795;10;NA;
 2014;06;01;1;80740;440732;7421267;9;5.3;
 2014;06;01;1;81420;495562;7431852;600;NA;
 2014;06;01;1;81650;513792;7424370;39;5.1;
 2014;06;01;1;81770;520414;7402751;511;NA;
 2014;06;01;1;81775;520391;7402862;520;2.3;
 2014;06;01;1;82000;521033;7449945;7;6.9;
 2014;06;01;1;81900;546446;7446807;142;NA;
 2014;06;01;1;82020;517821;7456299;90;NA;
 2014;06;01;1;82110;504388;7462185;20;NA;
 2014;06;01;1;82130;506967;7468311;5;NA;
 2014;06;01;1;82650;525309;7471689;3;NA;
 2014;06;01;1;82840;521129;7490081;27;NA;
 2014;06;01;1;82970;538635;7514865;326;NA;
 2014;06;01;1;83280;507670;7532039;20;NA;
 2014;06;01;1;83300;504710;7534284;31;NA;
 2014;06;01;1;83520;536416;7531714;70;NA;
 2014;06;01;1;83710;545214;7548523;19;5.6;
 2014;06;01;1;83880;569321;7550989;3;NA;
 2014;06;01;1;83960;557680;7572115;252;NA;
 2014;06;01;1;85040;538794;7584191;8;7.1;
 2014;06;01;1;87763;564374;7613689;20;NA;
 2014;06;01;1;84970;568868;7598572;26;5.3;
 2014;06;01;1;84971;564457;7599637;409;NA;
 2014;06;01;1;84070;573684;7580748;53;NA;
 2014;06;01;1;88023;599709;7641857;8;NA;
 2014;06;01;1;85890;376493;7492982;4;7.5;
 2014;06;01;1;85892;376300;7493416;17;NA;
 2014;06;01;1;85840;403395;7505920;4;6.6;
 2014;06;01;1;85610;426873;7550313;13;NA;
 2014;06;01;1;85640;423998;7546046;20;NA;
 2014;06;01;1;85540;442240;7559179;13;NA;
 2014;06;01;1;85560;442492;7560791;26;6;
 2014;06;01;1;86070;440898;7568210;940;-1.2;
 2014;06;01;1;85380;485403;7560020;11;7;
 2014;06;01;1;85440;485229;7578641;3;NA;
 2014;06;01;1;85450;486322;7570250;9;6.1;
 2014;06;01;1;85470;478250;7569548;29;NA;
 2014;06;01;1;85480;468995;7572353;20;NA;
 2014;06;01;1;86290;463409;7577155;9;NA;
 2014;06;01;1;86300;465163;7578379;20;NA;
 2014;06;01;1;86310;466110;7579549;5;NA;
 2014;06;01;1;86600;501194;7607532;3;6.1;
 2014;06;01;1;86740;476931;7610615;8;6.1;
 2014;06;01;1;86950;508459;7644865;18;NA;
 2014;06;01;1;86500;516849;7621336;3;NA;
 2014;06;01;1;86520;511491;7615173;14;6.1;
 2014;06;01;1;87000;512605;7622984;500;NA;
 2014;06;01;1;87105;544563;7689920;17;NA;
 2014;06;01;1;87110;544607;7689040;10;6.6;
 2014;06;01;1;87120;539673;7681593;436;2.7;
 2014;06;01;1;85645;422726;7539860;54;NA;
 2014;06;01;1;85660;419763;7535889;17;NA;
 2014;06;01;1;90360;656242;7720403;80;NA;
 2014;06;01;1;90400;651477;7731942;20;5.8;
 2014;06;01;1;90450;652673;7732165;100;5.1;
 2014;06;01;1;90451;652661;7732164;100;NA;
 2014;06;01;1;90490;651598;7734677;8;5.5;
 2014;06;01;1;90491;646338;7740671;790;NA;
 2014;06;01;1;90495;654129;7736797;80;4.7;
 2014;06;01;1;90510;655393;7732029;3;4.4;
 2014;06;01;1;90560;650044;7737048;63;4.4;
 2014;06;01;1;90720;640988;7769064;26;5.8;
 2014;06;01;1;90721;641362;7770137;174;3.7;
 2014;06;01;1;90980;679982;7745598;17;NA;
 2014;06;01;1;91020;675020;7731822;30;NA;
 2014;06;01;1;91060;683026;7728512;25;NA;
 2014;06;01;1;91080;684047;7717211;25;NA;
 2014;06;01;1;87640;562028;7633138;45;6;
 2014;06;01;1;87750;560835;7611504;7;NA;
 2014;06;01;1;87315;530894;7611937;30;NA;
 2014;06;01;1;87860;589737;7617651;11;NA;
 2014;06;01;1;87970;607833;7614393;280;NA;
 2014;06;01;1;88100;631633;7617778;230;NA;
 2014;06;01;1;89500;634261;7642478;114;NA;
 2014;06;01;1;89515;634943;7642470;110;NA;
 2014;06;01;1;89650;655038;7621010;314;NA;
 2014;06;01;1;89120;639760;7687257;5;NA;
 2014;06;01;1;89130;632473;7684769;25;NA;
 2014;06;01;1;89350;641289;7664878;76;5.2;
 2014;06;01;1;89360;637941;7662955;410;NA;
 2014;06;01;1;89920;680639;7633169;1655;-6.4;
 2014;06;01;1;89940;689747;7637284;204;4.7;
 2014;06;01;1;90050;645722;7682625;77;NA;
 2014;06;01;1;89213;618088;7665244;175;NA;
 2014;06;01;1;89233;631265;7668117;170;NA;
 2014;06;01;1;88440;584816;7687719;10;NA;
 2014;06;01;1;88460;577670;7689197;3;NA;
 2014;06;01;1;88500;580674;7696157;25;NA;
 2014;06;01;1;88600;594906;7705494;90;NA;
 2014;06;01;1;88623;591989;7707701;5;NA;
 2014;06;01;1;88626;597035;7712086;5;NA;
 2014;06;01;1;88628;598122;7711997;20;NA;
 2014;06;01;1;88200;614839;7683254;9;NA;
 2014;06;01;1;88630;602620;7713402;45;NA;
 2014;06;01;1;88640;604162;7717488;10;NA;
 2014;06;01;1;88660;613878;7715197;6;NA;
 2014;06;01;1;88690;610063;7723961;14;6.1;
 2014;06;01;1;89010;623439;7689819;982;NA;
 2014;06;01;1;89980;684149;7671740;230;NA;
 2014;06;01;1;89985;680754;7672492;1020;NA;
 2014;06;01;1;90250;660822;7675823;230;NA;
 2014;06;01;1;90305;666928;7708549;69;NA;
 2014;06;01;1;90630;671427;7761345;8;NA;
 2014;06;01;1;90650;674501;7773968;7;NA;
 2014;06;01;1;90750;689258;7781585;7;NA;
 2014;06;01;1;90760;694053;7785655;57;4.3;
 2014;06;01;1;90800;669605;7799490;21;5.7;
 2014;06;01;1;91120;700531;7725170;670;0.5;
 2014;06;01;1;91130;698351;7724942;710;0.6;
 2014;06;01;1;91150;697901;7728229;60;NA;
 2014;06;01;1;91180;697108;7764337;48;NA;
 2014;06;01;1;91245;702797;7726963;53;NA;
 2014;06;01;1;91380;707316;7706524;20;6.1;
 2014;06;01;1;91430;720619;7689337;502;1.7;
 2014;06;01;1;91480;728020;7681417;510;1.3;
 2014;06;01;1;91500;711075;7727719;700;NA;
 2014;06;01;1;91505;709936;7728873;18;NA;
 2014;06;01;1;91510;716054;7722230;60;NA;
 2014;06;01;1;91660;715260;7731400;28;NA;
 2014;06;01;1;91695;726122;7769788;5;NA;
 2014;06;01;1;91715;724813;7777127;25;NA;
 2014;06;01;1;91725;726919;7780685;48;NA;
 2014;06;01;1;91727;714143;7781764;10;NA;
 2014;06;01;1;91728;711482;7782920;30;5.2;
 2014;06;01;1;91729;706325;7783439;850;NA;
 2014;06;01;1;91730;726175;7757181;310;NA;
 2014;06;01;1;91740;729306;7753505;6;6;
 2014;06;01;1;92170;746629;7766409;45;NA;
 2014;06;01;1;91890;753014;7768195;390;NA;
 2014;06;01;1;92350;764683;7762473;6;NA;
 2014;06;01;1;92500;754639;7793624;915;-2.9;
 2014;06;01;1;98550;1097311;7886881;14;4.7;
 2014;06;01;1;98560;1098504;7886742;39;NA;
 2014;06;01;1;98580;1095888;7884615;12;4.2;
 2014;06;01;1;98590;1096175;7882372;164;NA;
 2014;06;01;1;98630;1080279;7867805;25;NA;
 2014;06;01;1;98790;1059645;7841739;39;3.8;
 2014;06;01;1;94245;820407;7863373;55;NA;
 2014;06;01;1;94255;819442;7864441;25;NA;
 2014;06;01;1;94270;820876;7865246;170;NA;
 2014;06;01;1;94280;819435;7864666;81;4;
 2014;06;01;1;94281;819580;7867315;328;NA;
 2014;06;01;1;94290;822011;7866426;170;NA;
 2014;06;01;1;93301;831393;7742187;381;1.3;
 2014;06;01;1;93610;833368;7701909;589;NA;
 2014;06;01;1;93680;820014;7679822;362;NA;
 2014;06;01;1;93700;820557;7675028;307;NA;
 2014;06;01;1;93900;844348;7651048;382;0.3;
 2014;06;01;1;92895;775924;7786764;40;NA;
 2014;06;01;1;92900;776977;7787497;21;NA;
 2014;06;01;1;92910;778300;7788399;8;NA;
 2014;06;01;1;93090;815597;7785571;210;NA;
 2014;06;01;1;93140;818519;7785240;3;5.3;
 2014;06;01;1;94230;791829;7830456;18;4.9;
 2014;06;01;1;92600;753175;7804500;10;NA;
 2014;06;01;1;92860;777319;7801885;560;0.4;
 2014;06;01;1;92880;776746;7811002;10;NA;
 2014;06;01;1;92750;765855;7835779;6;5.4;
 2014;06;01;1;93000;775217;7850457;438;1.1;
 2014;06;01;1;94130;822001;7833278;38;NA;
 2014;06;01;1;94170;852432;7842620;90;NA;
 2014;06;01;1;94195;837296;7810824;339;NA;
 2014;06;01;1;94500;823762;7911914;13;5.1;
 2014;06;01;1;94650;849927;7905025;40;NA;
 2014;06;01;1;94640;886557;7929483;296;NA;
 2014;06;01;1;94670;894168;7911159;379;0.9;
 2014;06;01;1;94680;896770;7914645;14;5.3;
 2014;06;01;1;94710;897272;7912839;15;NA;
 2014;06;01;1;94800;888430;7886188;3;NA;
 2014;06;01;1;94805;888857;7886649;10;NA;
 2014;06;01;1;94870;874424;7849618;50;NA;
 2014;06;01;1;94990;873457;7809622;515;NA;
 2014;06;01;1;95350;878753;7803701;5;4.8;
 2014;06;01;1;95610;894665;7835960;13;NA;
 2014;06;01;1;97120;928340;7777939;120;3.2;
 2014;06;01;1;97251;909434;7741309;131;3.1;
 2014;06;01;1;97350;869599;7724125;286;NA;
 2014;06;01;1;97700;907421;7722197;643;NA;
 2014;06;01;1;97710;906480;7722262;591;NA;
 2014;06;01;1;95900;925889;7880328;6;NA;
 2014;06;01;1;96220;942501;7874598;18;NA;
 2014;06;01;1;96250;957490;7894364;338;NA;
 2014;06;01;1;96310;962335;7930279;13;3.9;
 2014;06;01;1;96400;974740;7939381;8;4.4;
 2014;06;01;1;96560;976541;7937020;22;NA;
 2014;06;01;1;96600;977517;7906916;15;NA;
 2014;06;01;1;98090;1009268;7922277;13;4.7;
 2014;06;01;1;98265;1020114;7885566;225;NA;
 2014;06;01;1;98270;1017711;7882826;464;NA;
 2014;06;01;1;96850;993805;7843185;32;4.3;
 2014;06;01;1;96931;991260;7826726;18;NA;
 2014;06;01;1;96970;970373;7816149;51;NA;
 2014;06;01;1;98360;1040203;7898903;152;2.5;
 2014;06;01;1;98400;1050719;7913415;9;4.2;
 2014;06;01;1;99340;1044033;7793802;85;NA;
 2014;06;01;1;99370;1071182;7805409;89;4.3;
 2014;06;01;1;99380;1070539;7803460;212;NA;
 2014;06;01;1;99420;1076266;7802273;60;NA;
 2014;06;01;1;99430;1078172;7795075;180;3.3;
 2014;06;01;1;99460;1083970;7777413;27;4.6;
 2014;06;01;1;99500;1072877;7765034;55;NA;
 2014;06;01;1;99540;1061500;7736401;56;4.5;
 2014;06;01;1;76900;-86617;7381055;2;NA;
 2014;06;01;1;76925;151843;7156052;55;NA;
 2014;06;01;1;76928;142710;7266257;68;NA;
 2014;06;01;1;76930;186977;7340051;33;NA;
 2014;06;01;1;76933;16373;7085459;40;NA;
 2014;06;01;1;76958;115351;7245801;114;NA;
 2014;06;01;1;77063;482663;7558955;0;NA;
 2014;06;01;1;77064;464560;7493456;0;NA;
 2014;06;01;1;76919;-222130;6328707;52;NA;
 2014;06;01;1;76920;-222130;6328707;50;NA;
 2014;06;01;1;76922;-202032;6862303;118;NA;
 2014;06;01;1;76923;-181110;6852250;80;NA;
 2014;06;01;1;76926;-262729;6544723;85;NA;
 2014;06;01;1;76927;-166344;6768084;83;NA;
 2014;06;01;1;76931;-114865;6776090;128;8.9;
 2014;06;01;1;76932;-218620;6673497;59;8.6;
 2014;06;01;1;76934;-204373;6857178;142;NA;
 2014;06;01;1;76935;-182417;6880461;114;NA;
 2014;06;01;1;76936;-177215;6888115;135;NA;
 2014;06;01;1;76937;-116102;6803831;117;NA;
 2014;06;01;1;76938;-227913;6428241;111;NA;
 2014;06;01;1;76939;-216795;6297769;95;NA;
 2014;06;01;1;76954;-92211;6850368;0;NA;
